0,5454454454544544545445445454454454455445454544545445544545446544544545454455445544544544544556676677077007007707070070700707007700700707070070070070070070070070700700707007007007001212232334334434434344344322322313223212212110010010010100100100101010010021121223344
0,5454454544554544544554544554454545455445454454544554545454554455445454554454545454454545445454544544545445454556676770070070070070070070070070070070700700700700700700700700700700700700700700770070070700700700701012232433443443443344344343443443322322122122122100210010010110010101010010011010022334344
0,5544544544545454454454434466565454544544544544554454454455445445445454455656677070070070700707007007007007007007007700707007007070070070070010221223322443443434434434323221221100101001001010101001001011212332344
0,544544545454454454434456565454454454545454454544544545445445445544545445445656577676070070700770070700700700707007700700700707076070010070070070012123223443443443443443322322101010010100101001001101223344
0,545544544544544554433243435566554454544544545445544544545445445445445456657676770700770070070707007007007007007007007007007007007001021223324434434344332232211001001010011001001011223232244
1,6556656565665665667676676677667677670077070070010010112110766766767667667600767707700700100101100211021211210221212122112212212122122122122322323445543443443443443443443443432122322344
1,6556655665656656656676676766766776776770767007070070021001010110110110776676676766766767677667767760770707707001002101010210101211210221221221221221221221221122123344344554434434434434434454433233244
1,556556546656656567667667667667677667707700700700710010021021007667667676676607667766077070770700100100210112212212122122122121223432232432443443443434434434434434432323344
1,55466556656677667667767707707070010010010100776677660770070700100101121121221122121221221221223345443443443223344
1,5655456655665665667667676766776770707700700700101011076776677677677070070010010010011210212121212122122121221221223223443443323443443443443443443344
2,6544544545545545655456656655667767767001223221211212110110101010100100700700770707607766766766766566566566776070010221223221221223223232232324323344334434434344
2,544554454545544554545545455456545655655656565656566776770012232212212112211210121101100110011010101010010017007070770707670767677667677667667665665667070011221223212232232232232232322332334334344334344344
2,54454454454455455456554565565566566566766770012232212211211021101010010010070070770707677607677667665667700122122312232232232322323323243233432434334344343344
2,544544544654556556655665667607001221221211211211001100100700700707607767676766766776766001121223223223223232233232332334334334344344344
2,5445545445454654554654556556556565656566770012212122121211211011011001001001070070707760776677667667667667667667667070071212232232232232232232332323243322343343433443344344
3,556566566766767667677676767767707670707600700700700700110010011210112210211221212212212212211001122123233443443443443443443244344
3,54566566566566766766767667676676607676766077070770700707007001001010010010101010101210112210211212212212212212212212233224434454665432343443443443443443443443443434
3,565656676676676676767667667677670760707007700700100101001101121121021021212102122112211211010122343343443443443443443443443443443443443344
3,566566566766776676767677677677607707707070070070010010010021102112112212121221221212212210212234344344344344344344344344
3,5656656656676676766767667760767607767707070770077007001001001001010112112211221212121212211211221122323232212332343445443443344
4,6565656655665665665667667676607001022432232212212212210070077660760700112212212100700776656656676676677100211223223221221221223233443324332446655443454344344322343344
4,665667667567667767600101223223223221007007766767700210122323221010070070070076657655434455760767766770701210221223232443443443443443434454434434434434344
4,665667667676656656676676670700212312232212321221007007007007007010070776676676767070010212232232232211007766566766566776770761102232212232322334454454434334344654544344344344344344344344
4,665667667667676760701001223232232232232212210070077667665445760767660770011212210070077665466776010112232232232343435443443433445544344343232344
4,546566566565656656656656656607677001211232212232212212212211007700700700700766566566070071012210221210070077667076070010211232232231223344344344344344344344344323234344
5,5456676076676676676676766007100121223322322100700707667665665677600112212210070070700700122324432434434434434432334344556544344344344344
5,56676676676676676676676676607607010112232232322322322322322321100100700100776676767700101223223221007007007001212232433443443443443323344665443445443344
5,56566566766776001223221223221223101007007766766070021223221221221007007007007001122334434434432343435466544344343344
5,56656676676676766766776760012122322322322322110700700700700766566766766760700122122122100700700121232334434434434434434432344
5,5667667667667667676607001122323223223223221007007001007007665667607600112122322122100700101223344344344544344
6,54455454545546556566565656676676770070102233221121211210210110101100100700700770077077676077676776776656545654545545545445443343343223232110010212234334455454665665766766776776770070700100110100110121011210221221223232332322324332323433224343343433443344344
6,5454454454455445445545456545565656566565667001212212212112122110110011010010010100100700700707070707077076776767766766566556554545445445445443224343454566766766076001001001001101101211221223223233223323343343343433434434434344
6,54455445454545454545465455655466566766760077001002344322110210011011001100100100100700707007070770760767767766766566556544554434433232212210112233443556565566766076776776007700707007001002101101101122112121223232232323232323243324334334343443344344
6,544545454454545455455655656566566077002122112211010110101100100100100700707070770776076676676676656656565545454544344343232232211223432443454665667667677677600707070700100101101101121122122322322323223324334334343434344344
6,5445445544544544554554565455655656566766776700223322122101101101100100100101001007007700770700770707766776654554554554544544343322122122322334456656656676676767077007001001001010110110112212232233233232332343343344334343443434344344344
7,545667667007007007007007007766765665665665665665443544566767600700700710070070070011223324343443443322122122122110070070070010122332344344334434323445544344344344344
7,566700770070070077665665665665665665665534434434433446556676700700700700700707007007007070070010100700700700122332434353443443443443443445443432212212212212212210070070070070011022332243344344344344344343344544344
7,56567767007007007766566566565443443443446566770070070070070070707001100700700700210223232343434434433221322122100700770021223233434344344344344344
7,5667607070070760010070070070776676676654454454465667607001071007001007007007100122323344344332322313223223223110070011223344344344344344344344
7,6566767070070070070070070070076656656656554434455667707007007676007002110070070070012123232344345344344322123212212232211007007070011323232344344344344344344344344344344
8,56607223
8,6566767600700700700700700760011221332334344344344344344344
8,5567677670070070700700700700700700700700101223233434434434434434434434344344344
8,667700700700700700700707007007007007007007007007001012232334434434434344344344344344344344344344
8,566770700700770070070070070070070070070022323443443443443434434434434434434344
9,6545665566700776766565565545445454434434434434434434456566767700700700700700700100210011011211212121212232232323344
9,554667767007007007007076656656565656655654455445445445454454434434465667667070070070010010010010010100100101101121121212212121221212213223343344344344344344
9,5445566767600100767767667766766766766766565454455445445445445443443443443443344656607607600700700700700700101001001001001101101212232232232322323224322332233443
9,6656676676676676676676766766765665544544545445445445443443445667607070070070010010010010010010110112212122322322322322322322322322323223344
9,5566776767665665466566554544544545445445443446546677607007001007001001001001001001101011221221221212212232232323344
10,56677070070070070070070070070070077007007007007007007076554545545455455454554554455455454465454545544554465454565667660010101011011001011001100110110101011076776767677677670776077600707100224334332433233233232232211010101101101122323244344343443443244344344344344344344343443443443434434434434344
10,5566700700707007007007700700707654554554554554455454546544554654545545566070010110110110110102101010707707707707707707700112233234433433433433433432110110110110101011011010224334434434434434434434434434434434434
10,5466776070700700700700700707007007007554545544554654456655455455455455455454654554554545566760700110110110101100112100110010077676776776776776770776077077011212233224334332332432332332322321100110102101011011011012123224343443344344344344344344344344344344344
10,566707700700700700700700700700700700700765455454654554554554554546545455445544654455455454545454546566766007010101010110101101010110110110077077677077077076707707760770770770760700221223233433434334324334334324334334323432211011011011011011011011223324344344344344344344344344344344344344344
10,56676070700700700700700700700766554545545545545545545545545545445455456556554665455654556566770011221121121100110110110101100707670707707707707077607070776070012244332433434324434334343343432211011210010110210110110223232434434434434434434434434434434434344
11,5667700770070070070070070070070070070070070077566766766766707001022322322122122343434434434434434434434434434434343443344
11,56676670070070070070070076656656676676770021121322122343434434434454344344344
11,66770070070070070070070070076670770011223223221221223343244344344344344344344344
11,54667760077007007007007007007007007007007707667667667665667767700102122322322322122334434433443443443443443434434434434
11,566767700100100700100700776576656656676607070010122322122343344544344
12,545445445545445454545445454545445455445454554454545454454455445445454454566770700700770070700770070700707070707700707077655445455445446544545445454454454454544665667670707070070070070070070070070070077007007007007007007007070070077002212232234343443443443443443443443244344344344344344344331100100101100210010100101010101101223343434324434344334433443434343443434434344321010110010100210010100110101010010101001100101010101001100100122343344
12,5545445545454455445454554455454544554545545445455454454544554455445445454454544554454544654455667676760707707070770076070077070707076554554545545455454545545454455445566076007070070070700700700707007007007700700707007007007600700700700700700770070070070700112232323344344344343443443443443443443443443443443434434432443443443344344322101101101010010110101010101010112232233434343432434343344343343433433121010010100101001010101001100110101001100110110010110010100110102100101001101010101212232244
12,554544544545454545454545454455454545545454455455454545544545455456676770707007070070700770070077076545545545455454545545445545656676677007007007070070070070070700700707007007007007070070070070700700122323344344344344344344344344343443443443344344344343310110101100110101101001010011223324344344343443434432443443434332101002101101010101002110010101101001101001100101001001212323344
12,554454455445545455445545454545545445545455454554454654545445445545445445466770707070707070700707077070077077070070700700760755445454465445454454454454544545445454556677070070700707007077007007007007007070070700700700700700700700700700707070070011223233443443443443434434434434434434344344344344343443443434434433110100100100210010101001100100100112233243344334343344334344334434324434343443433432101001011001101210011001011010110100110110101011010101010011010110022334344
12,5445454454454544545454544545454454454455445445445544544544544656567676607707707600776070770770707665544554554554554655465546557667660700770070070070070700700700700700700700700710070010212233434434434434434434434434434434434434311010101010101102101010122122332433443343343432443343243432210010100101010010010010010110010011001001001010010100101001001224344
